codigo;identificador;link;descripcion
vid373;544;bQfDcZKQFzg;Cómo limpiarse los oídos correctamente
vid374;544;_EDzOLkBUd0;Cómo limpiarse los oídos adecuadamente
vid375;548;okKiWXi7Hsg;La canción del baño
vid376;548;y42Irw6Y36s;La bañera de José
vid377;548;D8FV0jkm_vI;Baño adaptado para personas con discapacidad
vid378;550;HJmcb5ebSSg;Termómetro infantil para conocer la temperatura del agua del baño
vid379;550;T3VlNIqChHo;Termómetro para conocer la temperatura del agua del baño
vid380;550;ZWqsT-4LoR8;Termómetro de seguridad para agua de ducha y baño
vid381;552;7rehtby6sds;Los dientes de José
vid382;552;C_S8pmC2KMI;Cómo lavarse los dientes
vid383;552;BS9vW6Pav20;Cómo cepillar correctamente los dientes
vid384;552;nw-W_9xKFUs;Cómo enseñar a cepillarse los dientes de forma divertida
vid385;558;CAHjcqKtsKU;Lavado de manos
vid386;560;g43nyzbYQ3A;Cómo lavar el baño, un buen truco que no te puedes perder
vid387;568;m3q3UjstmC4;Cortauñas y lima accesible
vid388;568;ut8xnPudJNE;Aprendiendo a cortarse las uñas
vid389;570;vqYWhARMV80;Alex va a la peluquería
vid390;572;dPuQbTgjxCg;Cómo afeitarse la cara
vid391;574;yBrxtjDYSJc;8 errores al depilarse las piernas
vid392;576;ZA1H_dJqkGM;Cómo usar las horquillas
vid393;576;q7U3a6aIu6k;Tres peinados con horquillas
vid394;578;oOrp3lxL8bo;Enseñando cuánto papel higiénico usar
vid395;596;9LtxeNBXOmo;Cómo sentarse correctamente
vid396;596;zyuFVxbio8Q;Postura adecuada
vid397;596;dpINVkpdydg;Ejercicios para mejorar la postura en el trabajo
vid398;598;QPDRXmjWGhE;Nino y Nina: Pedir ayuda
vid399;600;hw8eLnXpgf0;Cómo tomar los medicamentos
vid400;602;cgU9bU1rTwc;Pictogramas para explicar qué duele
vid401;606;v8MnkTdveZs;Uso correcto de las prótesis dentales removibles
vid402;608;212esNFmzyQ;En la consulta del médico
vid403;608;cgU9bU1rTwc;Pictogramas para explicar qué duele
vid404;608;mrBY94EzXHY;Expresar lo que me duele 1 con pictogramas
vid405;608;mWp846kYYxg;Expresar lo que me duele 2 con pictogramas
vid406;610;212esNFmzyQ;En la consulta del médico
vid407;610;cgU9bU1rTwc;Pictogramas para explicar qué duele
vid408;612;46bmpwqEaNY;¿Cómo se pone un supositorio?
vid409;612;4WK01D5tFFk;¿Cómo administrar un supositorio?
vid410;614;212esNFmzyQ;En la consulta del médico
vid411;614;Xot9cqjf7iU;Sistema personalizado de dosificación
vid412;614;6eWcXGPpgic;Administración de medicamentos a niños
vid413;614;egUMouYtW-E;Los medicamentos: ¿qué debo saber?
vid414;616;v8MnkTdveZs;Uso correcto de las prótesis dentales removibles
vid415;616;PmjkbhSRRJk;Mantenimiento de los implantes dentales
vid416;616;QrTNmwlVL2U;Cuidados del audífono
vid417;616;Uav1H8m_yi4;Limpieza diaria de la prótesis de pierna
vid418;616;sJ2HGYijQkk;Limpieza diaria de la prótesis ocular
vid419;618;aoqu3eJgDww;Cómo quitar parches adhesivos y tiritas sin dolor
vid420;618;xRaEqWFeLf4;Cómo curar una herida en casa
vid421;620;4pEahRbpHZc;Caillou se pone enfermo
vid422;620;6XBMTLVtNTI;Cómo actuar si me hago una herida o un corte
vid423;622;WoG_Epfpk3E;Cómo utilizar un termómetro de mercurio
vid424;622;Om-1ddb5kJA;Tipos de termómetros
vid425;622;byIsxJi9TCQ;¿Cómo medir correctamente la temperatura con un termómetro digital?
vid426;624;gNJ7doffwro;Golpes en la cabeza: primeros auxilios
vid427;624;kYs7Gn0uwLo;Golpes en la cabeza:¿qué hacer?
vid428;626;NPeiGjrm2sg;Cómo detener una hemorragia nasal
vid429;628;1vNuys_gkx4;Tomar el sol con precaución
vid430;628;0RjNIe6uD_w;Un día de playa
vid431;630;IY3sAeHw714;Cómo aliviar picaduras de avispas
vid432;632;zRUjKwLhdOY;Prevenir la propagación de infecciones
vid433;632;uJvOR32r1Jc;Prevención de enfermedades infecciosas
vid434;632;rYnP6NoxQps;¿Intoxicaciones? No, gracias
vid435;634;OIaBSmz0xSw;Visita al dentista en pictogramas. Autismo
vid436;640;ecsEGSy1cDY;Horarios de comida
vid437;640;pTVCE8bSHbY;El desayuno ideal
vid438;640;rmzrTjdf7Es;Frutas y verduras cada día
vid439;642;ByDLXrO5cd4;¿Qué comer si tengo diarrea?
vid440;642;qhfQJyXGY8M;Alimentación en caso de diarrea
vid441;642;pSBwAsNbszU;Alimentos a evitar en caso de diarrea
vid442;643;23B94WW9El4;Cómo evitar comer entre horas
vid443;645;QH38OENpyZs;Salud mental
vid444;645;yCI7DdCzDp4;Cápsula de salud mental. Estrategias de autocuidado
vid445;648;EM8gIByz-VE;Importancia del ejercicio físico para el cuerpo
vid446;650;DHnBxfBFVkM;Redes sociales y trastornos alimentarios
vid447;650;t9rQahML0Eo;Cambios en la moda para luchar contra la anorexia
vid448;670;Taqqit8YxT4;El cuerpo humano
vid449;670;VY022yDVBs8;Partes del cuerpo humano
vid450;670;7vc3udk9rVw;Partes del cuerpo humano
vid451;670;Zvp3_6SwAGo;Canción: traigan sus pies
vid452;672;h9rnaA8e8HQ;Kotex: Campaña Higiene y Sexualidad femenina en colegios
vid453;674;h9rnaA8e8HQ;Kotex: Campaña Higiene y Sexualidad femenina en colegios
vid454;676;h9rnaA8e8HQ;Kotex: Campaña Higiene y Sexualidad femenina en colegios
vid455;676;tvJB9sBI1kc;Higiene de los órganos sexuales
vid456;676;OfGBTpPd1L0;Manejo de la higiene menstrual: mi secreto
vid457;678;tNRofPv4r7w;Sexualidad saludable
vid458;678;6Nd7sfm8gl4;Recomendaciones para una sexualidad saludable
vid459;678;EmNbT4Hmeio;Sexualidad sana
vid460;678;E5aSGjW3T5E;Importancia de la educación sexual
vid461;682;Qj3Izfi8zRQ;Sexualidad y Escuela
vid462;684;Qj3Izfi8zRQ;Sexualidad y Escuela
vid463;686;Qj3Izfi8zRQ;Sexualidad y Escuela
vid464;688;Jt8YyYDuLXI;¿Qué son las enfermedades de transmisisón sexual?
vid465;688;9ti62II_v7o;Queremos saber: infecciones de transmisisón sexual?
vid466;688;4_xc_o2wrcA;¿Cómo reducir el riesgo de contraer una ETS?
vid467;688;_tmd0j3AyE4;El VIH
vid468;708;D_Tut5D98ZY;No obligues a tus hijos a saludar si no quieren
vid469;712;YSvzuUUJKj8;Cuentos adaptados: Dumbo
vid470;712;pdz-WNRl-N4;Cuentos adaptados: El patito feo
vid471;712;eiX4ljr-FeM;Cuentos con pictogramas: Los tres cerditos
vid472;712;CfAkOeSg9kE;Cuentos con pictogramas: Caperucita roja
vid473;714;DQJ8yQVcdUc;Canción de Por favor y gracias 1
vid474;714;d_99OEXCRcg;Canción de Por favor y gracias 2
vid475;716;aGWvzL1eB9Y;Nuestras tareas en casa
vid476;716;6KbQ4CR4uxU;¿Cómo trabajar la responsabilidad en casa?
vid477;716;LTsdT2kXnm0;Tareas que los niños pueden hacer en casa según su edad
vid478;718;k18-j4phS0Y;Cuento: Lola con alas, adaptado
vid479;718;3mxVmjh8F9o;Disfraz de superhéroe
vid480;718;jd-Ouv56jmw;Disfraz de vampiro
vid481;718;Q8E-B-6noIc;Disfraz de princesa
vid482;718;Eo-O7XJ3AcM;Disfraz de policía
vid483;718;sEkW1w7BFkc;Disfraz de pirata
vid484;718;MpI7RBhfdp8;Disfraz de payaso
vid485;718;TzralY3PVIc;Disfraz de mago
vid486;718;aZ8Q5GowLLg;Disfraz de chef
vid487;718;ImnOl_Zwm2k;Disfraz de bruja
vid488;718;kgbjEB5tLtg;Disfraz de doctor
vid489;718;vOqyFn3Pc6g;Disfraz de bombero
vid490;719;numx2UpOXWc;Ejemplo de juego en paralelo
vid491;719;28SOZ78tU_g;Pasar de juego paralelo a colaborativo a través de la observación
vid492;723;fbWWalfJ7Sg;La niña que no quería compartir
vid493;723;sAiFrhYEYUs;El valor de compartir
vid494;723;hSLlVO21X4I;Enseñar, pero no obligar, a compartir
vid495;742;fbWWalfJ7Sg;La niña que no quería compartir
vid496;742;hSLlVO21X4I;Enseñar y no obligar a compartir
vid497;744;gcT7xGcf4-0;Las reglas de la clase
vid498;746;iO0hdB8nUTE;El cuento de las palabras mágicas
vid499;746;DQJ8yQVcdUc;Canción de Por favor y gracias 1
vid500;746;d_99OEXCRcg;Canción de Por favor y gracias 2
vid501;747;fSz4Va4a6Og;El niño que no paraba de hablar
vid502;748;TZG0cnju4wk;Contestar al teléfono
vid503;748;He7-L-fPGc0;Ideas para hablar bien por teléfono
vid504;752;FIUJP0PdkEU;Cómo enseñar a mi hijo a socializar
vid505;752;YtNKXR7NrIQ;Mi hijo no tiene amigos
vid506;754;-8_hp3fbI4w;Juegos para mejorar la comprensión y la competencia lingüistica
vid507;754;3nszTW2pqbw;Juegos para mejorar la comprensión y el vocabulario
vid508;754;HgVopGVpoUk;Dinámica Grupal: Comunicación y acción
vid509;754;hwTpSaug2VM;Socializacion del niño en el aula
vid510;756;i3OlUXZG2bQ;El  niño que no respetaba su turno
vid511;756;hwTpSaug2VM;Socializacion del niño en el aula
vid512;758;aRRu2cisY2U;El primer día en la escuela
vid513;758;ndaN91sX2Sc;Apego infantil
vid514;762;gcT7xGcf4-0;Las reglas de la clase
vid515;762;QPDRXmjWGhE;Nino y Nina: Pedir ayuda
vid516;762;q1XnDxNGSt4;¿Qué hacer si te pierdes?
vid517;766;iO0hdB8nUTE;Las palabras mágicas
vid518;766;k3Qgz9zSyQ4;Los niños que hacían mucho ruido
vid519;766;nhASVKvneQs;Cómo comportarse en una cola
vid520;766;dVOxFMIZsd4;Cinco normas sociales que se están perdiendo
vid521;766;FIUJP0PdkEU;Cómo enseñarle a mi hijo a socializar
vid522;786;OYBhXq-8_Zc;Trabajando la atención y el contacto visual
vid523;786;sPwt-ZrmCK8;¿Cómo hacer para que el ñiño haga contacto visual?
vid524;788;77a4lvYNu14;Aprende a sonreir siempre
vid525;790;A4AK9knqRAE;Por qué no se debe obligar a los niños a dar besos y abrazos
vid526;792;vv1jYf4bi_c;Dinámica grupal para conocer los nombres
vid527;806;917s2BSKaqY;Cómo explicar lo que te molesta sin herir al otro
vid528;808;4V9pJ2tgFIw;Cómo presentarse
vid529;810;spnwwSLRoi0;Cómo criar niños con empatía
vid530;810;kZyblIU-pyI;Cómo enseñar el valor de la empatía
vid531;816;XJPPVMox0RQ;La niña que grita mucho
vid532;818;iatitqyyCxA;Puntualidad
vid533;818;UbaRY7kDRuo;Consejos para ser puntual
vid534;818;Eq2f_Rd1zHg;Niña Ají: La puntualidad
vid535;820;ct9g4aiMpsg;"Canción de ""hola y adios"""
vid536;820;0Aw-yBBBLEI;Saludos y despedidas
vid537;820;gjSimmTf6dI;Adios, dame un abrazo
vid538;822;rKEkUIWdRHk;¿Cómo pedir permiso?
vid539;822;iO0hdB8nUTE;Palabras mágicas de cortesía
vid540;824;VJAnJ7tKMwc;Canción para pedir disculpas
vid541;824;0emrdwh4h9k;¿Cómo enseñar a pedir perdón?
vid542;824;a6XGgT9JZnE;¿Cómo disculparte?
vid543;826;917s2BSKaqY;Cómo explicar lo que te molesta sin herir al otro
vid544;828;wPQj5VwG9XY;Cumpleaños feliz. Canción
vid545;828;d53LlGbI0_M;Feliz, feliz en tu día. Canción
vid546;832;UjvyuvYxxK4;¿Qué significa ser independiente?
vid547;834;SOw_bU4jaSI;Presentando a un amigo
vid548;834;#¿NOMBRE?;Presentando al padre
vid549;860;dRzuAr98-MU;Los niños que se golpeaban a sí mismos y a los demás
vid550;860;gcT7xGcf4-0;Las reglas de la clase
vid551;864;qZH_SFXGV_U;Enseñando a nuestro hijo a defenderse
vid552;864;mYrXoJPpBPI;La autoestima, la mejor defensa
vid553;864;pSPRY0ZMkF8;Estrategias para enseñar a cuidarse
vid554;864;ibyO7C_TlMI;Decir sí, decir no
vid555;866;P2CI5ZkEZrI;Dinámica cooperativa: Ocupa tu lugar
vid556;866;V5AqiCh2lW0;Dinámica cooperativa: Consigue tu objeto
vid557;866;Fv2pIMZgSF4;El desafío de la soga
vid558;870;2rgluSLE_qo;Equilibrio en sillas
vid559;870;n5yW9n1Qr3M;Pasa la cinta
vid560;874;EHxQCCGDQ1g;Dinámica grupal: canción, un señor con sombrero
vid561;878;ipO_oZ5O_bw;Cuento: un compañero nuevo en la escuela
vid562;882;gcT7xGcf4-0;Las reglas de la clase
vid563;886;h5e7XyWFWww;¿Qué es la deportividad?
vid564;888;ZZ9P4lZ9xXg;Los niños que eran tímidos
vid565;890;ZZ9P4lZ9xXg;Los niños que eran tímidos
vid566;910;iO0hdB8nUTE;El cuento de las palabras mágicas
vid567;910;dRzuAr98-MU;Los niños que se golpeaban a sí mismos y a los demás
vid568;910;917s2BSKaqY;Cómo explicar lo que te molesta sin herir al otro
vid569;912;dRzuAr98-MU;Los niños que se golpeaban a sí mismos y a los demás
vid570;912;mWN0rV8iaII;Los niños que no sentían compasión por los demás
vid571;912;wSg0MSvacAo;Somos iguales. Aceptación de la diversidad
vid572;912;BzbwEW9b0Sg;Diversidad
vid573;912;DYU0kDgSmNs;Marcela, la inventora de palabras. Lengua de signos
vid574;912;AL96wQemSRM;De bruces
vid575;914;SPIOKKKW__c;La niña que maltrataba a su perro
vid576;914;aY5ta5OvjHA;Cuidar la salud de las mascotas
vid577;918;Gqdo4mDB1sk;Higiene en el hogar
vid578;918;UXyJRQ0eiIA;El respeto al trabajo de los demás
vid579;918;_xIiWkbCrRE;El niño que rompe todo lo que puede
vid580;934;sbOhbTrDRnw;Aprende a controlar tus emociones negativas para niños
vid581;936;RsACfxgagyE;Mejorar la confianza del otro
vid582;936;d9V_PYWfoH4;Mamá, ¿de qué color son los besos?
vid583;936;hX60bIksDsU;El rock de las emociones
vid584;936;f3jtXdpiMqw;Aprende a expresar tus emociones
vid585;936;avFsgZH3jA4;"Aprender a decir que ""no"""
vid586;936;917s2BSKaqY;Cómo explicar lo que te molesta sin herir al otro
vid587;938;C_OdlGtWsv4;Consejos para aceptar las críticas
vid588;938;XuvpykqMAhw;Cómo aceptar las críticas
vid589;940;In0trIJQhSM;El lenguaje de los gestos
vid590;942;5iIlqQq_55A;Juego educativo: Las emociones
vid591;942;qBZSlGo4N1k;Emociones básicas: alegría, tristeza, miedo, ira, asco y sorpresa
vid592;942;cvyxQq_BDzg;Adivinanzas emocionales
vid593;942;H117I2A3VTA;El monstruo de colores
vid594;942;DpkjKYjuL1w;Globos de colores con emociones
vid595;942;BX-fUTuW748;Gulita, la nubecita. Cuento para reconocer emociones
vid596;946;qBZSlGo4N1k;Emociones básicas: alegría, tristeza, miedo, ira, asco y sorpresa
vid597;946;8yJ3tBMTUww;Las emociones en caritas
vid598;946;WqC8W20kCKA;Me tranquilizo con pictogramas
vid599;946;BX-fUTuW748;Gulita, la nubecita. Cuento para reconocer emociones
vid600;953;Mco4xC2_BZQ;Circunferencia y círculo
vid601;954;n05jENW_-Ws;José está contento
vid602;954;p6mHrK442pE;José está asustado
vid603;954;8gTmv1aWXWY;José está enfadado
vid604;954;5ZfOgjfedKA;José está triste
vid605;954;SbjVGXu2Q58;Cosas que me dan calma
vid606;954;D_6pBqgZL2w;Cosas que me dan rabia
vid607;954;#¿NOMBRE?;Cosas que me dan alegría
vid608;954;Kacw-W8DZYo;Cosas que me dan miedo
vid609;954;2lqYFMWIl7Y;Cosas que nos dan amor
vid610;954;zJ9-Ogyp_G0;Cosas que me ponen triste
vid611;954;JufotlS2lWE;La tristeza
vid612;954;W-5n9pV_bZQ;El asco
vid613;958;s9D17cZrMZc;"Los ""debería"""
vid614;958;J_z_A7ddDY8;Catastrofismo
vid615;958;uHsadNy3raw;Efecto blanco y negro
vid616;958;nYnuOBMje9E;Efecto tinta china
vid617;958;buNYh2ZNJQ0;Culpabilitis
vid618;970;c7UR-PGWEUg;Interpretación del lenguaje corporal: el bloqueo ocular
vid619;970;h9-VCxtESqc;Interpretación del lenguaje corporal: levantar las cejas
vid620;970;Du8CiEG3hSs;Interpretación del lenguaje corporal: alejar el tronco
vid621;970;cEfqWOva3DE;"Interpretación del lenguaje corporal: asentir con la cabeza diciendo ""no"" y viceversa"
vid622;970;93ER00VEYqI;Interpretación del lenguaje corporal: tocarse la nariz
vid623;970;BuiTrRs6tPM;Gestos y Microexpresiones Faciales
vid624;990;I0RZvBUYgnQ;Corto animado sobre acoso escolar  
vid625;990;Xl2iOl780mA;Cómo combatir el acoso por internet  
vid626;990;fj_RRxtED4Q;Cómo puede saber si  tu hijo sufre acoso escolar
vid627;990;DYU0kDgSmNs;Marcela, la inventora de palabras. Lengua de signos
vid628;991;I0RZvBUYgnQ;Corto animado sobre acoso escolar  
vid629;991;Xl2iOl780mA;Como combatir el acoso por internet  
vid630;991;DYU0kDgSmNs;Marcela, la inventora de palabras. Lengua de signos
vid631;992;4FGuJsuVbro;Diferentes pero iguales
vid632;992;ohH9FzKHAiA;Todos somos igual: canción
vid633;992;DYU0kDgSmNs;Marcela, la inventora de palabras. Lengua de signos
vid634;992;qsl9967V3s8;Respetando el espacio de los demás
vid635;994;HRKJAT749H4;¿Qué hacer si te acosan?
vid636;994;AwEqxDbTJu0;¿Qué hacer contra el acoso?
vid637;994;fj_RRxtED4Q;¿Cómo puede saber si  tu hijo sufre acoso escolar?
vid638;994;NZho1iwfj7A;Pacto Antisilence
vid639;996;jArzrEwxrX8;Como controlar la agresividad infantil  
vid640;996;evjVyyZwcs0;Evita conductas violentas en la escuela (canción)
vid641;996;bWyrSvBHKgg;La palabra como alternativa a las conductas agresivas
vid642;996;esJSj0sqfXc;Aprendiendo a controlar el enojo 
vid643;996;d3RsaiT1a_I;Ejercicio para liberar la rabia 
vid644;996;O0dlbIEwYno;Ejercicios para controlar la ira 
vid645;996;wqLKfvUeI0c;Técnica de respiración para calmar el enojo
vid646;996;JTP6VI30a50;Resolvemos conflictos de manera pacífica
vid647;996;8iTHWYwluSw;Resuelve tus conflictos de forma pacífica
vid648;997;gutoaykQqkc;Ciberacoso
vid649;997;OP1OOPAUtnI;Sexteo
vid650;997;bE-J0Lg6-IA;Grooming
vid651;997;fvW2h4Tj-MM;Convivencia digital
vid652;997;RJZY34Dsxl8;Cómo crear una contraseña segura
vid653;998;Id2WRk3baAc;El niño que juega a videojuegos día y noche
vid654;998;y9pwZi71QEQ;Ciberadicción
vid655;1016;1biyI3g1SWw;Cómo enseñar a comer a un bebé
vid656;1016;Z3DKBdSHksM;Enseñando a comer a niños y niñas
vid657;1016;cS76TeYvjEo;Alimentación complementaria con el método BLW
vid658;1016;MTOxeE_AT4o;¿Qué alimentos se comen con las manos y cuáles no?
vid659;1018;dP40qqpHBMU;Cómo usar correctamente los cubiertos
vid660;1018;sEgQczdX6Bk;Adaptación para facilitar la elevación del brazo
vid661;1018;xRUuuHIdcdU;¿Qué cuchara debo de usar cuando mi bebé empieza a comer sólidos?
vid662;1020;N9JsJ-AL6DA;Productos de apoyo que ayudan a una alimentación autónoma
vid663;1020;Z3DKBdSHksM;Enseñando a comer a niños y niñas
vid664;1024;OQ2rHksigpk;Ayudas técnicas para pelar y comer fruta
vid665;1028;pNfwEEsnYM8;Masticar con la boca cerrada
vid666;1028;ahERYs_96f8;Canción de los buenos modales al comer
vid667;1028;om4KiIyR3Os;Normas básicas de comportamiento en la mesa
vid668;1030;U9n_t1fsayM;El uso de la cuchara y el tenedor
vid669;1030;wk1D8mnnYVY;Los cubiertos de postre
vid670;1030;QGQNoIqXc8s;Cómo comer pasta rellena y tallarines
vid671;1030;sjh9RyNHkFY;La comida de José
vid672;1030;N9JsJ-AL6DA;Productos de apoyo que ayudan a una alimentación autónoma
vid673;1032;om4KiIyR3Os;Normas básicas de comportamiento en la mesa
vid674;1036;sjh9RyNHkFY;La comida de José
vid675;1036;e1juISUFKnQ;Uso de la servilleta
vid676;1036;ahERYs_96f8;Canción de los buenos modales al comer
vid677;1040;ahERYs_96f8;Canción de los buenos modales al comer
vid678;1044;tHC_oPXliV0;Juego para reforzar la confianza
vid679;1044;N9JsJ-AL6DA;Productos de apoyo que ayudan a una alimentación autónoma
vid680;1046;gqrHLlsclvI;Cómo ponerse la servilleta
vid681;1050;om4KiIyR3Os;Normas básicas de comportamiento en la mesa
vid682;1052;_o5_4Ol060Q;Cómo comer el pan
vid683;1054;N9JsJ-AL6DA;Productos de apoyo que ayudan a una alimentación autónoma
vid684;1054;sEgQczdX6Bk;Cómo usar correctamente los cubiertos
vid685;1056;wSlb18pObVY;La importancia de tener un cuchillo de pan
vid686;1056;v2O3ZSqwbP8;Cuchillos para cortar el pan
vid687;1056;eLmxX-UZMKE;Forma fácil de cortar el pan
vid688;1058;N9JsJ-AL6DA;Productos de apoyo que ayudan a una alimentación autónoma
vid689;1062;N9JsJ-AL6DA;Productos de apoyo que ayudan a una alimentación autónoma
vid690;1062;OcQabyFeugk;Cómo hacer un plato adaptado para personas con trastornos motores
vid691;1066;_PDl9u5asVc;Cómo cortar alimentos con cuchillo y tenedor
vid692;1068;DmBVTNnkRp8;Cómo sazonar la comida saludablemente
vid693;1070;5a4Flv6uNHg;Uso del rompenueces 1
vid694;1070;MBIZOtd5oBg;Uso del rompenueces 2
