codigo;identificador;link;descripcion
vid1969;3246;oYcqU7L2Sew;Ejercicio de simplificación de fracciones sin calcular máximo común divisor 1
vid1970;3246;xdDqMo7_ZDs;Ejercicio de simplificación de fracciones sin calcular máximo común divisor 2
vid1971;3246;BgW3cpOgB70;Ejercicio de simplificación de fracciones sin calcular máximo común divisor 3
vid1972;3246;5GqcuApyt2c;Ejercicio de simplificación de fracciones sin calcular máximo común divisor 4
vid1973;3246;7OML_I953EI;Ejercicio de simplificación de fracciones descomponiendo en factores primos 1
vid1974;3246;bGqJ5gBDBw4;Ejercicio de simplificación de fracciones descomponiendo en factores primos 2
vid1975;3246;obuSDVix62w;Ejercicio de simplificación de fracciones descomponiendo en factores primos 3
vid1976;3246;1UiNnO2KUM4;Ejercicio de simplificación de fracciones descomponiendo en factores primos 4
vid1977;3246;YI5p7iiVMNY;Ejercicio de simplificación de fracciones calculando el máximo común divisor 1
vid1978;3246;oOJFyMNGpmg;Ejercicio de simplificación de fracciones calculando el máximo común divisor 2
vid1979;3246;VwT7e6H8cOA;Ejercicio de simplificación de fracciones calculando el máximo común divisor 3
vid1980;3246;ifvNn9ktXGA;Ejercicio de simplificación de fracciones calculando el máximo común divisor 4
vid1981;3248;lSE-mN7Otpg;Proporcionalidad directa e inversa
vid1982;3248;MyE46TQWNUo;Ejercicio resuelto de proporcionalidad directa 1
vid1983;3248;BalUNCp_mbw;Ejercicio resuelto de proporcionalidad directa 2
vid1984;3248;y95L6wdGmP0;Ejercicio resuelto de proporcionalidad directa 3
vid1985;3248;J0VHacG41vs;Ejercicio resuelto de proporcionalidad inversa 1
vid1986;3248;KQ_Hbtg5PBs;Ejercicio resuelto de proporcionalidad inversa 2
vid1987;3248;jqJ-9SEj45c;Ejercicio resuelto de proporcionalidad inversa 3
vid1988;3252;oWs53bSvivc;Potencias
vid1989;3252;xSX-AJY54VQ;Potencias de base 10
vid1990;3252;frea64_d_Og;Descomponer un número en potencias de base 10
vid1991;3252;KRyqWg5w2OQ;Sumas y restas de números con potencias de base 10
vid1992;3252;uliMhN8YJRk;Operaciones con potencias de la misma base
vid1993;3252;#¿NOMBRE?;Multiplicación y división  de números con potencias de base 10
vid1994;3252;Z1BJ1_IXUYU;Potencias cuadradas con regletas de Cuisenaire
vid1995;3252;FZVhWdrtCEo;Potencias cúbicas
vid1996;3252;r9dT1p3BzRc;Ejercicios de cálculo de Potencias cuadradas y cúbicas
vid1997;3254;YFe2eV-yHR8;¿Qué es una potencia?
vid1998;3254;d1WnOF94VYc;Ejercicio de expresar como potencia un producto 1
vid1999;3254;lG0rksAgOI8;Ejercicio de expresar como potencia un producto 2
vid2000;3254;J3MXjjfN_dY;Ejercicio de expresar como potencia un producto 3
vid2001;3254;ryBbf2NSIUM;Ejercicio de expresar como potencia un producto 4
vid2002;3254;s0CPSnzyrM0;Ejercicio de expresar como potencia un producto 5
vid2003;3258;oDbpet7i6QM;Ejercicio de sumas de potencias
vid2004;3258;1iPMIUkTAzA;Ejercicios de sumas con potencias de diez
vid2005;3258;_W7GbzxmbM8;Ejercicio de resta de potencias con la misma base
vid2006;3258;fjNn0ZzsL0k;Cómo multiplicar y dividir potencias con el mismo exponente
vid2007;3258;LuFj0iPY9cw;Cómo multiplicar y dividir potencias con la misma base
vid2008;3258;rE0Mm6YKRkA;Ejercicio resuelto de multiplicación y división de potencias
vid2009;3259;hddC6yR51-s;Potencias con exponente negativo
vid2010;3259;X_bJq32fSzY;Simplificar una fracción con exponente negativo
vid2011;3259;k2Q3SOmNHl4;Ejercicios resueltos con exponentes
vid2012;3259;RSfVdX2kt38;Fracciones con exponente fraccionario
vid2013;3259;kowH6lKKAT8;Simplificar expresión con exponentes 1
vid2014;3259;lEoutR_EkFo;Simplificar expresión con exponentes 2
vid2015;3259;m8K-kKt3ezs;Simplificar expresión con exponentes 3
vid2016;3259;u33pm_WHotI;Simplificar expresión con exponentes 4
vid2017;3260;sFMK3v879kg;Cálculo por aproximación de una raíz cuadrada por el método babilónico 1
vid2018;3260;9tKNTRMFJwQ;Cálculo por aproximación de una raíz cuadrada por el método babilónico 2
vid2019;3260;HQjcbKS9hkU;Cálculo por aproximación de una raíz cuadrada por el método Bakhsali 2
vid2020;3260;bbQADSrLVSA;Cálculo por aproximación de una raíz cuadrada por el método Bakhsali 1
vid2021;3260;VOxYzHjsft8;Cálculo por aproximación de una raíz cuadrada por doble iteración del método babilónico
vid2022;3262;3B9pyK2SthQ;Raíces cuadrada y cúbica
vid2023;3262;_VmSlX9jEnw;Ejercicio resuelto de cálculo de una raíz cuadrada
vid2024;3262;bddGgLyDnhE;Cálculo de una raíz cuadrada de un número decimal
vid2025;3264;fGbX055DMfU;Suma y resta de raíces con radicales semejantes
vid2026;3264;fJBbxxVFODk;Suma y resta de raíces con radicales no semejantes
vid2027;3264;ioQNiIQKzfI;Multiplicar y dividir raíces con el mismo índice
vid2028;3264;24BsxgADZ8o;División de radicales con distinto índice
vid2029;3264;4CAZwdwK27k;Raíz de raíces
vid2030;3264;Fic3vouWGzE;Introducir factores en un radical
vid2031;3265;fYBFpz3ly28;Notación científica
vid2032;3265;W4AwXQfn_o4;Escribir números utilizando la notación científica
vid2033;3265;BXRTFOaf9yA;Convertir un número de notación científica a sistema decimal
vid2034;3265;k49Cv52cvQc;Notación científica: sumas y restas
vid2035;3265;fYBFpz3ly28;Cómo multiplicar y dividir utilizando la notación científica
vid2036;3265;6XVczyjc5JI;Simplificar una expresión utilizando la notación científica
vid2037;3266;0baA3wlT__4;Operaciones combinadas
vid2038;3266;Bq8wEN8i3W0;Jerarquía de operaciones
vid2039;3266;8wPARzdyF88;Problema resuelto con división y suma
vid2040;3266;6pPAjOCZesU;Problema resuelto con multiplicación, suma y resta
vid2041;3268;i5dEajOdaZY;Sumar fracciones y decimales
vid2042;3268;bweMUnNjXoE;Sumar y restar fracciones y decimales
vid2043;3268;#¿NOMBRE?;Multiplicar un decimal periódico por una fracción
vid2044;3268;b4PV7-NKcC4;Dividir fracciones y decimales
vid2045;3268;YTZlZ3Q_37o;Sumar gráficamente fracciones y decimales
vid2046;3270;hkh0I0Ye7g0;Operaciones combinadas (Suma, Resta, Multiplicación, División)
vid2047;3270;SA8eRwZZscs;Jerarquía de operaciones combinadas con números naturales
vid2048;3270;Bq8wEN8i3W0;Jerarquía de operaciones
vid2049;3270;P6mBE-1oXQM;Ejercicios de operaciones combinadas con números naturales
vid2050;3272;X4M871LW9Hw;Jerarquía en operaciones combinadas con números decimales 1
vid2051;3272;EIgY1lBx4o4;Jerarquía en operaciones combinadas con números decimales 2
vid2052;3272;917fygxjUyk;Jerarquía en operaciones combinadas con números decimales 3
vid2053;3272;EQAD8RJDYos;Jerarquía en operaciones combinadas con números decimales 4
vid2054;3272;uNBGWjLTIsU;Operaciones combinadas con números decimales 1
vid2055;3272;nKNiTaNKtLk;Operaciones combinadas con números decimales 2
vid2056;3272;idmVHnrltdc;Operaciones combinadas con números decimales 3
vid2057;3278;evtClWPRzaE;Utilización de la memoria de la calculadora
vid2058;3278;Qxyucxq-Cuw;Utilización de la memoria de la calculadora
vid2059;3278;uHRMRPWANkw;Utilización de paréntesis con la calculadora
vid2060;3278;7GVC77RMGlQ;Sistema sexagesimal con la calculadora
vid2061;3278;Z2A3EM0-fc0;Cálculo de fracciones con la calculadora
vid2062;3278;XthdPXjYssI;Expresar fracciones en forma decimal y viceversa con la calculadora
vid2063;3278;7iLWu7JvfBE;Simplificar fracciones con la calculadora
vid2064;3278;gFk9sJGBHYM;Configurar la calculadora para que exprese el resultado en forma decimal o de fracción
vid2065;3278;4PybjArXLwM;Cálculo de potencias con la calculadora
vid2066;3278;STpxVf2I-10;Cálculo de raíces con la calculadora
vid2067;3300;preUTdOwXhU;Pasos para resolver un problema matemático
vid2068;3300;5ARjpyV-cgw;Consejos para resolver un problema matemático
vid2069;3300;wE6OydOzC-k;Interpretando los enunciados de problemas matemáticos
vid2070;3300;mFeniudhRbs;Pasos para resolver un problema: ejemplo
vid2071;3304;sjMZflT7F0E;Pasos para resolver problemas de matemáticas (método LDC)
vid2072;3304;y6XEKSfkGvU;Problema resuelto mediante un método gráfico
vid2073;3304;dncU3Tksyec;Gráfica a partir de un enunciado
vid2074;3304;mFeniudhRbs;Pasos para resolver un problema: ejemplo problema matemáticas1
vid2075;3304;a3-7NXBQgGU;Pasos para resolver un problema: ejemplo problema matemáticas2
vid2076;3304;k-rjkE10pg0;Pasos para resolver un problema: ejemplo problema física
vid2077;3306;p7XeHU9r_wk;Estrategias de resolución de problemas: método general
vid2078;3306;TwIRZNHqAQI;Estrategias de resolución de problemas: organizar en tabla
vid2079;3306;MEsFTb1pp5E;Estrategias de resolución de problemas: resolución por analogía
vid2080;3306;gsQHMgklDaQ;Estrategias de resolución de problemas: simplificación
vid2081;3306;vnXVzQUwls4;Estrategias de resolución de problemas: reformular el problema
vid2082;3306;jWSmiuVNdV4;Estrategias de resolución de problemas: búsqueda de regularidades
vid2083;3306;cbIyFZbpMyk;Estrategias de resolución de problemas: elegir operación matemática
vid2084;3306;5ZDSo9o0M1E;Estrategias de resolución de problemas: por ensayo y error
vid2085;3306;SEQX3lRMTLU;Estrategias de resolución de problemas: comenzar desde atrás
vid2086;3308;Im-1JGyTaU0;Diagramas de árbol
vid2087;3308;Z0_yISwOt5I;Acertijo matemático
vid2088;3308;jUxWThup5mc;¿Cuáles son los pesos perdidos? (subtítulos en español
vid2089;3310;Y-zHkcMUbKI;Juego de secuencia gráfica resuelto 1
vid2090;3310;PyFuHrYDUPM;Juego de secuencia gráfica resuelto 2
vid2091;3310;F-XPd0WvRP8;Juegos de secuencias gráficas resueltos
vid2092;3310;5sr5hghCi_E;Juego de secuencia gráfica resuelto 3
vid2093;3310;SZUurAfYKiI;Juego de secuencia con fichas de dominó resuelto
vid2094;3310;_hRtNvLj8OU;Juego avanzado de secuencia gráfica resuelto
vid2095;3314;pccJlNT38fE;Principio multiplicativo
vid2096;3314;ym7ZYp2KT7I;Ejercicio resuelto aplicando el principio multiplicativo
vid2097;3314;smpllrFyyjE;Ejercicio resuelto aplicando el principio multiplicativo sin repetición
vid2098;3322;YO29gCfW6UU;Problema resuelto con una ecuación de primer grado 1
vid2099;3322;61TT6d5D5qk;Problema resuelto con una ecuación de primer grado 2
vid2100;3322;YO29gCfW6UU;Problema resuelto con una ecuación de primer grado 3
vid2101;3322;9SM9b422bRM;Problema resuelto con una ecuación de primer grado 4
vid2102;3322;8azpK_drO9Q;Problema resuelto con una ecuación de primer grado 5
vid2103;3324;qIh4kUkyoQ0;Expresiones algebraicas: términos, coeficientes y clasificación
vid2104;3324;XW4AidxO-5w;Constante, variable y exponente
vid2105;3324;yHruTDU1smk;Elementos de un término algebraico
vid2106;3324;9MG3bGmIyVA;Lenguaje algebraico
vid2107;3326;QbIc0q4lu4c;Suma y resta de expresiones algebraicas
vid2108;3326;fCK5A8PcKrI;Suma y resta de expresiones algebraicas fraccionarias
vid2109;3326;cSCSogJnZTo;Multiplicación de expresiones algebraicas
vid2110;3326;O8KVKMnSvwo;Multiplicación de fracciones algebraicas
vid2111;3326;MbRGXz39yR4;Multiplicación y división de fracciones algebraicas
vid2112;3327;6B8Q_vU5IRY;Descomposición factorial cuando existe un factor común
vid2113;3327;003Bab-Cvxk;Uso de la regla de Ruffini para factorizar
vid2114;3327;RBEUWuaI1-E;Ejercicio resuelto de descomposición de polinomios
vid2115;3327;W8kH6fpwuuY;Ejercicios resueltos de descomposición de polinomios
vid2116;3327;2wykDO595z0;Ejercicio resuelto de factorización usando una identidad notable
vid2117;3327;t35ceiNZlXc;Ejercicios resueltos de factorización usando una identidad notable 1
vid2118;3327;4rX550-VCRs;Ejercicios resueltos de factorización usando una identidad notable 2
vid2119;3327;gDc8BrmDOyw;Ejercicio resuelto de factorización usando dos identidades notables
vid2120;3328;s4MZ2Y1Stpg;Propiedad distributiva
vid2121;3328;QcH1c7UDmvc;Propiedad distributiva, términos semejantes y factor común
vid2122;3329;r5Oje35z1L8;Identidades notables: Definición y casos 1
vid2123;3329;A8PlEiYqQrA;Identidades notables: Definición y casos 2
vid2124;3329;IvOYFgF-jVc;Fórmulas de las identidades notables
vid2125;3329;SSoNPKk7I8U;Ejercicios de aplicación del cuadrado de una suma
vid2126;3329;M2hkt7SfM_Y;Ejercicios de aplicación del cuadrado de una diferencia
vid2127;3329;VCht7nzqDqs;Ejercicios de aplicación de suma por diferencia
vid2128;3329;eAYiOWf-V4Y;Cubo de una suma
vid2129;3329;VNANwF1lN24;Ejercicio de aplicación del cubo de una suma
vid2130;3329;n_NXI4wmMng;Cubo de una diferencia
vid2131;3329;I2cvq-rOxY0;Ejercicio de aplicación del cubo de una diferencia
vid2132;3330;kW9zhz9zSqE;¿Qué es una función?
vid2133;3330;7Zwntryv6H0;Variable dependiente e independiente
vid2134;3330;#¿NOMBRE?;Ecuación principal de una recta
vid2135;3330;J-bLtfXJ22g;Cómo hallar la ecuación de una función lineal
vid2136;3332;FcCkgRb0AaQ;Ejercicio de completar la tabla de una función
vid2137;3332;MJGRBw0UZFg;Sistema de dos ecuaciones resuelto por un método gráfico
vid2138;3334;I5CUjhYaxgY;Cómo construir la gráfica de una función lineal
vid2139;3334;fxPOmLxJkxc;Cómo construir la gráfica de una función afín
vid2140;3334;ArTZNeMMuP0;Cómo construir la gráfica de una función cuadrática
vid2141;3334;MJGRBw0UZFg;Sistema de dos ecuaciones resuelto por un método gráfico
vid2142;3334;2ewvEGw7oc8;Cómo construir gráficas de funciones lineales y cuadráticas en GeoGebra
vid2143;3334;pNxYrFD6Umc;Cómo construir la gráfica de una parábola en GeoGebra
vid2144;3336;6PC-fLTVo_Q;Solución de ecuaciones de primer grado
vid2145;3337;KS5Q6WXLRJc;Ejercicio de proporcionalidad directa resuelto numérica y gráficamente
vid2146;3337;rAb8giWBf5Q;Problema con expresiones algebraicas
vid2147;3337;MJGRBw0UZFg;Sistema de dos ecuaciones resuelto por un método gráfico
vid2148;3338;JnGWU9mnRng;Qué es una ecuación de segundo grado y casos posibles
vid2149;3338;Y2-6wZst73w;Ejercicio resuelto de ecuación de segundo grado completa
vid2150;3338;LrUmx1RXmSY;Ejercicios resueltos de ecuaciones de segundo grado incompletas
vid2151;3338;huaOwD9_qcY;Ejercicios resueltos de ecuaciones de segundo grado sin término independiente
vid2152;3340;i1pXpCNaKDc;Resolución de sistemas de ecuaciones por igualación
vid2153;3340;v6iKv3QXqNs;Resolución de sistemas de ecuaciones por reducción
vid2154;3340;gS8IRvCDXGg;Resolución de sistemas de ecuaciones por sustitución
vid2155;3340;c7HBJHjzAo4;Resolución de sistemas de ecuaciones con Excel
vid2156;3340;IDJiwNWTyQA;Resolución de sistemas de tres ecuaciones con dos incógnitas
vid2157;3340;fG9gIs4-oCQ;Resolución gráfica de sistemas de ecuaciones
vid2158;3340;MJGRBw0UZFg;Sistema de dos ecuaciones resuelto por un método gráfico
vid2159;3380;8FkCwx3aLgE;Punto, recta y plano
vid2160;3380;zxRQk_IUIls;Punto, línea y plano por Vasili Kandinsky
vid2161;3382;OjmktOgs1Yg;Líneas abiertas y cerradas
vid2162;3382;2UaeApLtl7Q;Tipos de líneas
vid2163;3384;kR-4tyRsQ1c;Las líneas
vid2164;3384;hs2zFXFjKcc;Líneas rectas y curvas
vid2165;3384;NlbNBGUXBlQ;Tipos de rectas y líneas
vid2166;3384;2UaeApLtl7Q;Tipos de líneas
vid2167;3386;VlbKfBfqpzU;Ejercicios de realización de figuras simétricas
vid2168;3388;#¿NOMBRE?;Líneas curvas abiertas y cerradas
vid2169;3388;eWWUSYstnds;Trazos curvos
vid2170;3390;0n5lCNKUcdY;Rectas paralelas, perpendiculares y secantes
vid2171;3390;1R77x0aDVZM;Dibujo de rectas paralelas, perpendiculares y secantes
vid2172;3390;LzEkt_vH9Yw;Dibujo de rectas paralelas con Geogebra
vid2173;3390;RaeHeDRgmgs;Dibujo de rectas perpendiculares con Geogebra
vid2174;3392;XljEt6Ljby0;Las posiciones de las rectas
vid2175;3392;H4Am51LGTqw;Posiciones relativas de dos rectas
vid2176;3392;RT0ovwpwph0;Posiciones relativas de las rectas
vid2177;3392;RmdlFg-GVGI;Ejercicios sobre la posición relativa de dos rectas
vid2178;3392;61xLekGQGkk;Ejercicio de determinar la posición relativa de dos rectas
vid2179;3394;JDoxtP-yBFI;Mediatriz de un segmento
vid2180;3394;AE9Ji4wveEg;Dibujar una mediatriz con Geogebra
vid2181;3410;4pGyx2PrfgM;Los ángulos y su medida
vid2182;3410;-3fEPbJr3Io;Elementos y tipos de ángulos
vid2183;3410;V7R2Yf00uBs;Cómo medir un ángulo con un transportador
vid2184;3410;PruWiXBlO18;Medir y clasificar ángulos
vid2185;3410;0VXjcl2fpcA;Cómo medir un ángulo con Geogebra
vid2186;3412;NXIvl6gc0l4;Ángulos recto, agudo, obtuso y llano
vid2187;3412;-3fEPbJr3Io;Elementos y tipos de ángulos
vid2188;3414;w2WFT1UvahU;Clasificación de ángulos: Ángulos complementarios y suplementarios
vid2189;3414;s4wJaKG1v9o;Ángulos opuestos por el vértice y adyacentes
vid2190;3414;hPMhIfhSsto;Ángulos de dos rectas paralelas cortadas por una secante
vid2191;3416;zIUtvfczPa8;Hallar el complementario de un ángulo
vid2192;3416;UVxyZ0-8MDY;Hallar el suplementario de un ángulo
vid2193;3416;hPMhIfhSsto;Ángulos suplementarios en dos rectas cortadas por una secante
vid2194;3418;Xhtab9UL7NY;Bisectriz de un ángulo
vid2195;3418;7sECib4m5M0;Dibujar una bisectriz con Geogebra
vid2196;3430;F_Hc1aOAYHw;Figuras geométricas: Cuadrado, rectángulo, triángulo, círculo
vid2197;3430;RGeOmrvRmFc;Los triángulos
vid2198;3430;P_NZanpWT5Q;Reconociendo formas
vid2199;3430;ICDsEui9kUM;Cómo elaborar material didáctico para trabajar formas geométricas con invidentes
vid2200;3430;zlpArW3fA5Y;Dibujo una casita
vid2201;3432;AwdOocKn6m0;Los polígonos
vid2202;3432;MHUymJZI8gE;Construir un polígono regular con Geogebra
vid2203;3432;RGeOmrvRmFc;Los triángulos
vid2204;3434;MRB2YHeHV9w;Vértices, lados, ángulos y diagonales de un Polígono
vid2205;3434;a95Yy1YmXqE;Polígonos: elementos y tipos
vid2206;3434;narsMd6eD94;El perímetro de las figuras planas
vid2207;3436;X1EUfHfC58g;Clasificación de polígonos según el número de lados
vid2208;3436;fobhsYGab40;Clasificación de polígonos según sus lados y sus ángulos
vid2209;3436;RGeOmrvRmFc;Los triángulos
vid2210;3438;NFyRA9KOYa8;Clasificación de los cuadriláteros
vid2211;3438;tEeSvfvEUu4;Clasificación de los cuadriláteros
vid2212;3438;n9gfAjxuI08;Clasificación de los cuadriláteros
vid2213;3438;P_NZanpWT5Q;Reconociendo formas
vid2214;3440;HBTbAGgY-NI;Descomposición de un polígono en triángulos
vid2215;3452;RGeOmrvRmFc;Los triángulos
vid2216;3452;n4A1dZkNmBc;Triángulos: propiedades y tipos
vid2217;3454;fFA2ChUj1HM;Teorema de Pitágoras
vid2218;3456;ifjbo-RyfNE;Teorema de Tales y ejercicio de aplicación
vid2219;3456;e2SDoARhAwg;Aplicando el Teorema de Tales
vid2220;3458;MWiSWRrjDFI;Elementos primarios de un triángulo
vid2221;3458;E_jclgtEa8U;Cómo dibujar las medianas y el baricentro de un triángulo
vid2222;3458;iro0VDCQ6gE;Cómo dibujar las alturas y el ortocentro de un triángulo
vid2223;3458;hDoL0cxpdnI;Cómo dibujar las mediatrices y el circuncentro de un triángulo
vid2224;3458;qHliOgwfojo;Cómo dibujar las bisectrices y el incentro de un triángulo
vid2225;3460;z4Eg9tKMyGA;Propiedades de los triángulos
vid2226;3460;r6zTX-SzZl4;Ejercicios resueltos de calcular los ángulos de un triángulo
vid2227;3460;W9kNn5YampQ;Ejercicio resuelto de triángulos semejantes
vid2228;3474;Mco4xC2_BZQ;Circunferencia y círculo
vid2229;3474;vXgoVsVHLT4;Elementos de la circunferencia y del círculo
vid2230;3476;Mco4xC2_BZQ;Circunferencia y círculo
vid2231;3476;vXgoVsVHLT4;Elementos de la circunferencia y del círculo
vid2232;3478;vEzm06dnM5k;El círculo y sus elementos
vid2233;3480;gof6O5L5eig;La circunferencia y sus elementos
vid2234;3492;9DAPF0Qb7zE;Figuras planas básicas
vid2235;3492;BemjvOKSbyk;Clasificación de figuras planas
vid2236;3494;dqFmTTstkUw;Perímetro y áreas de polígonos regulares e irregulares
vid2237;3494;71kGdBsu2W8;Ejercicio de cálculo del perímetro de un trapecio
vid2238;3496;E1uWLydHTqA;Calculando áreas
vid2239;3496;dqFmTTstkUw;Perímetro y áreas de polígonos regulares e irregulares
vid2240;3496;stFzsz9TOfI;Ejercicio de cálculo visual de un área
vid2241;3498;_mGmFDgWD7Y;La circunferencia y el número Pi
vid2242;3500;dqFmTTstkUw;Perímetro y áreas de polígonos regulares e irregulares
vid2243;3502;FUS6CDJWPZ4;Suma de los ángulos internos de un polígono
vid2244;3516;3qD_maveZJM;Figuras geométricas: cubo y pirámide
vid2245;3516;ucuhClQ6pIk;Cuerpos redondos o de revolución
vid2246;3516;kD5gz2k5IZQ;Cuerpos de revolución: cono, cilindro y esfera
vid2247;3518;3qD_maveZJM;Figuras geométricas: cubo y pirámide
vid2248;3518;ucuhClQ6pIk;Cuerpos redondos o de revolución
vid2249;3520;XPRSONHI-bQ;Cuerpos geométricos
vid2250;3520;3qD_maveZJM;Figuras geométricas: cubo y pirámide
vid2251;3520;ucuhClQ6pIk;Cuerpos redondos o de revolución
vid2252;3520;TQSIlr0Wbpo;Ejercicio de identificaciòn de un cuerpo geométrico
vid2253;3522;sDd4AYNNjPw;Cuerpos geométricos curvos: caras, aristas y vértices
vid2254;3522;-65RnPKnDPA;Los poliedros
vid2255;3522;MtY-ZOwkROE;La simetría
vid2256;3522;b-3JmBwH6BE;Ejes de simetría
vid2257;3524;029b0SfdjKc;Poliedros
vid2258;3524;sDXoOupKYII;Poliedros convexos
vid2259;3524;LBA9ssSfpWs;Poliedros regulares
vid2260;3524;O6gkkf1m5Nc;Hexaedros
vid2261;3526;8BciV_kZQi4;Cómo dibujar prismas
vid2262;3526;wfNZ9At_ddI;Cómo hacer un hexaedro o cubo
vid2263;3526;OLpqyWVEsas;Cómo hacer un tetraedro
vid2264;3526;xoFzaqASEjM;Cómo hacer un cilindro
vid2265;3526;wfNZ9At_ddI;Cómo hacer un prisma pentagonal
vid2266;3526;cQwAyYUjgwM;Cómo hacer un prisma triangular
vid2267;3526;Lc9_a5LH-Z4;Cómo hacer un prisma octogonal
vid2268;3526;DZevCwyC-uY;Cómo hacer un prisma hexagonal
vid2269;3526;FxfPQI-HZ-A;Cómo hacer un prisma cuadrangular
vid2270;3526;IkGNgbQgXuA;Cómo hacer una pirámide hexagonal
vid2271;3526;DgZLDZPMj7Y;Cómo hacer una pirámide cuadrangular
vid2272;3526;aOi-kGnm4eE;Cómo hacer un octaedro
vid2273;3526;W_ApWsVzuMw;Cómo hacer un cono
vid2274;3526;4Yn2CHEHPCM;Prismas y sus desarrollos planos con GeoGebra
vid2275;3526;#¿NOMBRE?;Cómo hacer cuerpos redondos en 3D con Geogebra
vid2276;3526;6Ic3tSFKEfc;Cómo hacer una esfera con Geogebra
vid2277;3528;R3W5rpwrUQQ;Áreas de cuerpos geométricos
vid2278;3528;ULTb5z6w2-c;El área de los cuerpos geométricos
vid2279;3528;lFnohR5SyhM;Fórmulas del área de algunos cuerpos geométricos
vid2280;3528;imeqz0HkSpQ;Área de la esfera
vid2281;3530;TaO9YdNL0nM;Cálculo del área de un prisma
vid2282;3530;tqWrhUZa93w;Cálculo del área de un cilindro
vid2283;3530;jUxyMAcJABo;Cálculo del área de una esfera
vid2284;3530;SFFA7UBHcIg;Problema de área de una semiesfera
vid2285;3530;iuRVKyyq_Os;Cálculo del área de un cono
vid2286;3532;W5yMHQXpoQs;Cálculo del volumen de un prisma recto
vid2287;3532;uf0P8IiPkNo;Cálculo del volumen de un cilindro
vid2288;3532;blWZiEUtB64;Cálculo del volumen de una pirámide
vid2289;3532;ftTJktPaLkE;Cálculo del volumen de un cono
vid2290;3532;I9b6FUXwnBE;Cálculo del volumen de un dodecaedro
vid2291;3534;k1lqrwkPjxQ;Cálculo del volumen libre entre un cilindro y una esfera
vid2292;3534;EgiGQI24XyI;Problema de volúmenes combinado con fracciones
vid2293;3534;avXQLSDOozU;Cálculo del volumen de una esfera inscrita en un cubo
vid2294;3534;nxMSSkFoNTk;Cálculo del volumen de un cilindro inscrito en un cubo
vid2295;3534;DvQNPrgTPt4;Cálculo del volumen de un cubo hallando primero la arista
vid2296;3534;y_EWos-3TZc;Cálculo del volumen de una piscina mediante figuras sencillas
vid2297;3534;fMgUWLwK0As;Cálculo del volumen de una escalera
vid2298;3534;I1SBADjp_EA;Cálculo del volumen de una piedra dentro de una vaso de agua
vid2299;3550;D-OZsfAEg7k;Planos e itinerarios
vid2300;3550;si0xLXvPj68;Orientación en campo con mapa, brújula y apps
vid2301;3552;0ao8wQEaLxw;Coordenadas cartesianas
vid2302;3552;WAhCkXIGo30;Cómo conocer las coordenadas de un punto usando Google Maps
vid2303;3554;D-OZsfAEg7k;Planos e itinerarios
vid2304;3554;kIY5XMVIxog;Manipulación de cartón corrugado para desarrollar maquetas
vid2305;3554;Gmj0SEG3z2M;Manipulación de cartón prensado para desarrollar maquetas
vid2306;3554;FWEyOHOzPXg;Manipulación de cartulina para desarrollar maquetas
vid2307;3554;hVOm0I46dCU;Manipulación de papel pluma y láminas de acetato para desarrollar maquetas
vid2308;3556;D-OZsfAEg7k;Planos e itinerarios
vid2309;3556;j6em9tWBHHA;Crear un itinerario en Google maps
vid2310;3558;r1aijwBBR-0;Cómo introducir unas coordenadas geográficas en Google Maps
vid2311;3558;WRFdBW7TVaU;Ejercicios con coordenadas geográficas
vid2312;3560;ffqmd0d75YE;Escala numérica y gráfica
vid2313;3560;#¿NOMBRE?;Ejercicios con escalas de mapas
vid2314;3560;uTbe8I5IEgk;Ejercicio de cálculo de la razón de una escalas
vid2315;3560;kx2Bit8te1s;Lectura de un mapa
vid2316;3576;6P1SDNc7mlI;Grande y pequeño
vid2317;3576;E6g14vYupVM;Grande, pequeño y mediano
vid2318;3576;z67eO_0RMd0;Lleno y vacío
vid2319;3576;DC54-wqRl10;Ejercicios de lleno y vacío
vid2320;3576;sjM0DEmdTH8;Corto y largo
vid2321;3576;qS9vM2dRoQA;Opuestos: corto y largo
vid2322;3576;ICDsEui9kUM;Cómo elaborar material didáctico para trabajar los conceptos de grande y pequeño con invidentes
vid2323;3578;peaLPdK3jh4;Alto y bajo
vid2324;3578;bo0_Wal7Vfg;Alto y bajo. Ejemplos
vid2325;3578;OEai08WQ7BI;Grueso y delgado
vid2326;3578;JVMEm9Smeyo;Grueso y delgado
vid2327;3578;_W7FHnAECig;Ancho y estrecho
vid2328;3580;TSoG-hwNwhI;Evolución de los instrumentos para medir el tiempo
vid2329;3580;QW3jh4rVBIE;¿Cómo aprendimos a medir el tiempo?
vid2330;3582;q5UwYfWn07U;Relojes analógicos y digitales
vid2331;3582;3BJeYFcx0iU;Cómo usar el reloj
vid2332;3582;C23jDIkYCGQ;El reloj y las horas (en punto e y media)
vid2333;3582;bff3JMD1f1I;Hora y cuarto y hora menos cuarto
vid2334;3582;ZCoQqo8G-90;Las horas
vid2335;3584;m12AjGRXllw;Cómo usar la regla correctamente
vid2336;3584;hVYNAaYUQuY;Uso de la regla graduada
vid2337;3584;xT5m-sPSv3I;Usar la regla con cifras significativas
vid2338;3586;xKrgL70GvVA;Uso de la balanza
vid2339;3588;m12AjGRXllw;Cómo usar la regla correctamente
vid2340;3588;hVYNAaYUQuY;Uso de la regla graduada
